# Mass Radius
1.206874334048484654e+00 1.241749774870764433e+01
1.223536686340940927e+00 1.241333408139368011e+01
1.240246115739825461e+00 1.240930758818838875e+01
1.257037436158519261e+00 1.240537543702125056e+01
1.273882754184044508e+00 1.240154970777386900e+01
1.290741730550732713e+00 1.239780302480743579e+01
1.307621151911131374e+00 1.239414737061728644e+01
1.324510667564288813e+00 1.239052103776292313e+01
1.341405581038192629e+00 1.238690450180093272e+01
1.358307890583511091e+00 1.238330287000118979e+01
1.375219451675305127e+00 1.237970943059976570e+01
1.392140189344411860e+00 1.237612679766164092e+01
1.409040143363307296e+00 1.237248571395709718e+01
1.425917687979954884e+00 1.236878969736075895e+01
1.442768341460600290e+00 1.236500810845148557e+01
1.459582053483809316e+00 1.236110902584324656e+01
1.476362740768659032e+00 1.235709743145647010e+01
1.493113490731743376e+00 1.235291357678145729e+01
1.509841044548553946e+00 1.234854791423611253e+01
1.526517369223810761e+00 1.234404562010182183e+01
1.543127151653131968e+00 1.233944632474112524e+01
1.559675367229753862e+00 1.233471286216905582e+01
1.576154545059705869e+00 1.232978396939381938e+01
1.592568349753238799e+00 1.232466985253337377e+01
1.608896007551374741e+00 1.231935949549798259e+01
1.625129969885933390e+00 1.231386460551422779e+01
1.641274797266782937e+00 1.230815191656271779e+01
1.657331414173158102e+00 1.230216913190460026e+01
1.673299611308765256e+00 1.229593001415512710e+01
1.689167650187227254e+00 1.228942152659605114e+01
1.704949745627226898e+00 1.228261754700872821e+01
1.720602291637157943e+00 1.227558794008633214e+01
1.736070099697977431e+00 1.226842463112032000e+01
1.751382376636959837e+00 1.226107304266604103e+01
1.766603172891274776e+00 1.225338437119932422e+01
1.781741673547364790e+00 1.224535446357332624e+01
1.796749314023327493e+00 1.223702249671815601e+01
1.811607897051563665e+00 1.222840934310542771e+01
1.826319022189928587e+00 1.221949497882909697e+01
1.840854353139125488e+00 1.221024161295666310e+01
1.855215495755564659e+00 1.220064820887366963e+01
1.869426793224694183e+00 1.219077464284463908e+01
1.883508376445286014e+00 1.218063857258328397e+01
1.897428125018117084e+00 1.217023087969500494e+01
1.911145289137932579e+00 1.215956903476540596e+01
1.924671152301636878e+00 1.214864762689827593e+01
1.938028686149799062e+00 1.213738599331555257e+01
1.951227218332244995e+00 1.212578013042032765e+01
1.964244711833055712e+00 1.211382180489322025e+01
1.977062863812430793e+00 1.210146983483308603e+01
1.989689884175144696e+00 1.208875572198627601e+01
2.002134927949432264e+00 1.207578518699928161e+01
2.014404838627401162e+00 1.206255337008712836e+01
2.026467200735042162e+00 1.204906128650110197e+01
2.038302385101327552e+00 1.203534661134311534e+01
2.049921921683438786e+00 1.202135549043841145e+01
2.061327402812144882e+00 1.200696723750223782e+01
2.072515819680299298e+00 1.199219112912754071e+01
2.083513672754815360e+00 1.197712774708459449e+01
2.094337470451867134e+00 1.196181401672552269e+01
2.104963953723652637e+00 1.194621318404259824e+01
2.115369186891334241e+00 1.193031063201517483e+01
2.125560045143866539e+00 1.191410962649059435e+01
2.135543575733411359e+00 1.189755840103782170e+01
2.145328750361580106e+00 1.188059576049530541e+01
2.154889869149701376e+00 1.186339432848320818e+01
2.164197162317815781e+00 1.184615183695720475e+01
2.173268711979927659e+00 1.182874798938353500e+01
2.182145741406963602e+00 1.181091010165610378e+01
2.190834054158716793e+00 1.179260710733347750e+01
2.199296051905007321e+00 1.177405336332143193e+01
2.207499971581527998e+00 1.175537539617415561e+01
2.215478509103361748e+00 1.173647790887844877e+01
2.223288359943999648e+00 1.171726354722218133e+01
2.230926987819572993e+00 1.169773917896846704e+01
2.238316596038375295e+00 1.167801147958592267e+01
2.245415959368028513e+00 1.165813247976741529e+01
2.252283348584976697e+00 1.163803168138234057e+01
2.258984111302107856e+00 1.161763016846259156e+01
2.265496974749873882e+00 1.159695418953989332e+01
2.271746591420293004e+00 1.157611370972403009e+01
2.277711779653482704e+00 1.155513612156444125e+01
2.283444197170346524e+00 1.153395710669211560e+01
2.288986454961117190e+00 1.151252501927866234e+01
2.294313975791394622e+00 1.149087060432613505e+01
2.299384978829307258e+00 1.146905299643721499e+01
2.304200020199848264e+00 1.144707936096632750e+01
2.308769412828763468e+00 1.142489594702476374e+01
2.313103995298339211e+00 1.140244584778249148e+01
2.317188303114141146e+00 1.137979840533760623e+01
2.320992867049787911e+00 1.135708067046556735e+01
2.324521973564266375e+00 1.133428064709616301e+01
2.327788857952414414e+00 1.131126294789613418e+01
2.330794889464162800e+00 1.128794247130591089e+01
2.333541887081358013e+00 1.126445863810628012e+01
2.336035981589721811e+00 1.124098662805934978e+01
2.338275098979822886e+00 1.121746434873656106e+01
2.340252919927932052e+00 1.119365857900453598e+01
2.341962234029581591e+00 1.116949988352931733e+01
2.343425141100565323e+00 1.114517341079623058e+01
2.344666702659365942e+00 1.112080435343339424e+01
2.345669823063937898e+00 1.109633820250401115e+01
2.346396924878916490e+00 1.107177226135017811e+01
2.346845176775163910e+00 1.104712177653936855e+01
2.347043578955459786e+00 1.102230831142242984e+01
