# Mass Radius
1.205734482173222322e+00 1.274662393266177318e+01
1.213828816190649862e+00 1.274186380314498024e+01
1.222123851929064475e+00 1.273794587437569881e+01
1.230633679295066285e+00 1.273492532270934952e+01
1.239351329532042634e+00 1.273279627890936716e+01
1.248299152389781730e+00 1.273147673397964574e+01
1.257483526770633908e+00 1.273087276989604533e+01
1.266903826225020735e+00 1.273107726662503936e+01
1.276580366797357868e+00 1.273229863532105810e+01
1.286510810039682262e+00 1.273457929980767034e+01
1.296699205077207928e+00 1.273778930641054785e+01
1.307148656405166642e+00 1.274181080709005620e+01
1.317855007900801123e+00 1.274667230892130476e+01
1.328851932331262420e+00 1.275248348065151660e+01
1.340143142171700497e+00 1.275929276168075077e+01
1.351733901568445972e+00 1.276706469167320179e+01
1.363663298472009844e+00 1.277578612932613034e+01
1.375929207224231510e+00 1.278544721670826689e+01
1.388529779507722051e+00 1.279607862723782574e+01
1.401461896972497678e+00 1.280770981572035261e+01
1.414723961943386010e+00 1.282033053753023921e+01
1.428361512993073790e+00 1.283393307098370073e+01
1.442383502221634695e+00 1.284850272336124100e+01
1.456789357157653564e+00 1.286405980290280127e+01
1.471604183715602421e+00 1.288064653745296440e+01
1.486819590999634233e+00 1.289826885863099193e+01
1.502453793168240903e+00 1.291689417879623036e+01
1.518516108669813569e+00 1.293649636652767043e+01
1.535001217076161772e+00 1.295708552559843874e+01
1.551968819724642845e+00 1.297867390472301530e+01
1.569442265327111619e+00 1.300127813722947501e+01
1.587398681696502889e+00 1.302487397122687440e+01
1.605817600110727161e+00 1.304942477777663967e+01
1.624676379504857548e+00 1.307494872270998876e+01
1.644065027882785524e+00 1.310139937097885898e+01
1.664061227218031735e+00 1.312875763762671433e+01
1.684630948447185750e+00 1.315703104814202895e+01
1.705745619239099842e+00 1.318609641423520351e+01
1.727396529798214342e+00 1.321594484758129973e+01
1.749593538867431297e+00 1.324656591810624207e+01
1.772336200586739352e+00 1.327791496830714379e+01
1.795606818745596467e+00 1.331006476797457339e+01
1.819476793839939432e+00 1.334275359399320138e+01
1.844013809235718115e+00 1.337583554924050411e+01
1.869183120691686906e+00 1.340936880912248164e+01
1.894917915822029286e+00 1.344308363043583121e+01
1.921235182172992939e+00 1.347706367963674445e+01
1.948092119040924164e+00 1.351110575360167942e+01
1.975400264396580452e+00 1.354485107608982375e+01
2.003173981906074097e+00 1.357845979038708961e+01
2.031430426795325150e+00 1.361152820061960256e+01
2.361659477032336696e+00 1.385887652551818583e+01
2.388461932166002999e+00 1.385860314446930630e+01
2.413849307277781353e+00 1.385232386767061818e+01
2.437498213732779639e+00 1.383950955588368537e+01
2.459515144273634490e+00 1.382028964169404084e+01
2.479236309921471815e+00 1.379314417944088866e+01
2.496786322310460715e+00 1.375799111154413268e+01
2.511860979533329097e+00 1.371495377082059264e+01
2.523944251669108851e+00 1.366378328677202525e+01
2.533204407069959530e+00 1.360450708891812255e+01
2.539451691059407157e+00 1.353739537767624412e+01
2.542470213376697874e+00 1.346197298793872044e+01
2.542438346556134210e+00 1.337886677372251221e+01
2.264034523632290075e+00 1.131687749372004603e+01
2.265069362298000932e+00 1.129114366437562289e+01
2.266043934238744839e+00 1.126563948738396270e+01
2.266930805991243414e+00 1.124027706561851936e+01
2.267733423913695034e+00 1.121507909615474041e+01
2.268369334293825368e+00 1.118985158203561170e+01
2.268830641755109845e+00 1.116459939576434124e+01
2.269149142667694630e+00 1.113933487153170176e+01
2.269348874686817119e+00 1.111402253714200228e+01
2.269424394492943531e+00 1.108866636203144829e+01
2.269342401205757476e+00 1.106336499840464604e+01
