# Mass Radius
1.204210077265735146e+00 1.241524494027104808e+01
1.220354208433674925e+00 1.241068802241339242e+01
1.236346618037327261e+00 1.240616083932403768e+01
1.252192084856773135e+00 1.240159690687098504e+01
1.267813191547043861e+00 1.239702426967219751e+01
1.282935277115189843e+00 1.239242138883197875e+01
1.297607550130761567e+00 1.238778343939302751e+01
1.311737553041530946e+00 1.238316738993652599e+01
1.325217534960959176e+00 1.237849493998059813e+01
1.338204785573110289e+00 1.237395695878696955e+01
1.350848294872915467e+00 1.236983606423626902e+01
1.363106186321459967e+00 1.236605845176463703e+01
1.375298064577046286e+00 1.236280235164658592e+01
1.387423477678058736e+00 1.236004568869810250e+01
1.399582175940571771e+00 1.235790766507143523e+01
1.411910203483029314e+00 1.235653053541605573e+01
1.424370424844242367e+00 1.235586765990914593e+01
1.437074537229045879e+00 1.235596560886541972e+01
1.450019641677104065e+00 1.235679979595325051e+01
1.463206535720369184e+00 1.235846661381654776e+01
1.476622177633370780e+00 1.236106660557033443e+01
1.490298700385945363e+00 1.236451149773844627e+01
1.504326552538180151e+00 1.236866371480473603e+01
1.518691186948972316e+00 1.237354180782163127e+01
1.533404840698366245e+00 1.237915598968291953e+01
1.548477357287098899e+00 1.238553029615580847e+01
1.563898718192351822e+00 1.239261319282715945e+01
1.579655954563223830e+00 1.240034167339163140e+01
1.595752369685247585e+00 1.240873251021794132e+01
1.612228288406329924e+00 1.241770078930536059e+01
1.629094187137815064e+00 1.242726989669531434e+01
1.646331234309980740e+00 1.243734907822002889e+01
1.663926542507262019e+00 1.244788697161625635e+01
1.681886212361652921e+00 1.245886884831115538e+01
1.700222216623693994e+00 1.247003971066950889e+01
1.718946143688299122e+00 1.248142271529600755e+01
1.738006553920896202e+00 1.249295571965817864e+01
1.757383560537661538e+00 1.250470721028763954e+01
1.777074979526488629e+00 1.251649842719763761e+01
1.797044431880369109e+00 1.252787268325225156e+01
1.817303714426867334e+00 1.253893670572282382e+01
1.837799503196574369e+00 1.254937363834894981e+01
1.858568413816098275e+00 1.255918471612297616e+01
1.879502989437333182e+00 1.256818615315385124e+01
1.900449111930156310e+00 1.257613282750670614e+01
1.921447990142160389e+00 1.258308438627188686e+01
1.942409545368320112e+00 1.258815638642463242e+01
1.963414611402128029e+00 1.259133195647978987e+01
1.984202418319314098e+00 1.259243640673010844e+01
2.004553519292985531e+00 1.259137931295671464e+01
2.024527819331333411e+00 1.258803975939889419e+01
2.043969684793568220e+00 1.258137840396607565e+01
2.062973745061823294e+00 1.257157761942299423e+01
2.081147505994827895e+00 1.255802605197413691e+01
2.098321965276073620e+00 1.254041396354104698e+01
2.114498374897790800e+00 1.251875429156281783e+01
2.129433906310914448e+00 1.249261959213417050e+01
2.143205637259431473e+00 1.246213110492181997e+01
2.155457290365826672e+00 1.242679712038076367e+01
2.166105992815817061e+00 1.238635759625061361e+01
2.175149517306145253e+00 1.234112625645519756e+01
2.182429481735820076e+00 1.229107238828383331e+01
2.187995621868244367e+00 1.223624148694551650e+01
2.192091866558952162e+00 1.217849425769028038e+01
2.194504746593973543e+00 1.211694268333636693e+01
2.195929945399273109e+00 1.205467587092214288e+01
2.196608573825021171e+00 1.199330627475055344e+01
2.196763829408076685e+00 1.193328001572534092e+01
2.198448079124651677e+00 1.188166785289772598e+01
2.201610001114092441e+00 1.183845707549972204e+01
2.205965862607464523e+00 1.180189704202252088e+01
2.211760872713349091e+00 1.177284947993521769e+01
2.218546982887953156e+00 1.174922052788807925e+01
2.225379238087764389e+00 1.172609593576286180e+01
2.232448835772612661e+00 1.170442441739107053e+01
2.239469439999452582e+00 1.168319814981484406e+01
2.246368627939053120e+00 1.166209247359253176e+01
2.253139327103244050e+00 1.164118054152698711e+01
2.259662452227596319e+00 1.162017075974565827e+01
2.265973833513939883e+00 1.159914476680762441e+01
2.272110623260665374e+00 1.157798152943098380e+01
2.278097608241725691e+00 1.155667660769677596e+01
2.283864040125631156e+00 1.153521772782312382e+01
2.289347380952223343e+00 1.151356338140131363e+01
2.294578655655908683e+00 1.149174060458232560e+01
2.299590617844373686e+00 1.146981608566806088e+01
2.304387475305656352e+00 1.144781037913906552e+01
2.308938447333785504e+00 1.142560143693920338e+01
2.313231134523533683e+00 1.140309139737518684e+01
2.317269497707656001e+00 1.138037728153948791e+01
2.321043257324456377e+00 1.135760394667510909e+01
2.324552606609638250e+00 1.133475757794745498e+01
2.327817247041176429e+00 1.131168584814572675e+01
2.330829386421547689e+00 1.128830700653432650e+01
2.333615559550522800e+00 1.126474569123804770e+01
2.336249647245900452e+00 1.124112905752513569e+01
2.338700089058087794e+00 1.121741609539232343e+01
2.340729425403717201e+00 1.119354221051827736e+01
2.342249555833245012e+00 1.116949808125903409e+01
2.343504040413112222e+00 1.114530377361941405e+01
2.344686674907553670e+00 1.112095860304934725e+01
2.345695603134033913e+00 1.109647096237243247e+01
2.346420070394082735e+00 1.107189026850561930e+01
2.346862131433303578e+00 1.104722651798799937e+01
2.347052869115410445e+00 1.102240897353044247e+01
