# Mass Radius
5.003714302610102749e-01 1.383761516029479743e+01
5.064851910916725597e-01 1.378607253481342276e+01
5.126608097694694832e-01 1.373624979142032387e+01
5.190102116259055487e-01 1.368718520211889178e+01
5.255103518965513754e-01 1.363908062328926896e+01
5.321082405946260252e-01 1.359239531420134917e+01
5.388020499483906489e-01 1.354714561725978150e+01
5.455506525480279256e-01 1.350375876399476383e+01
5.523578200971491770e-01 1.346208619323077649e+01
5.592102774894518458e-01 1.342175038070899262e+01
5.661131674542757564e-01 1.338279710212397333e+01
5.730739113407798957e-01 1.334518584782013484e+01
5.800981316499913554e-01 1.330890987454955798e+01
5.871986003399419785e-01 1.327403206869003505e+01
5.943952096964854048e-01 1.324032152809930096e+01
6.017774496961802999e-01 1.320691498813872045e+01
6.092972182859162089e-01 1.317424895280048602e+01
6.168699587016990282e-01 1.314315856550185302e+01
6.245019700826334175e-01 1.311338201245384205e+01
6.321567389538709225e-01 1.308470977784823575e+01
6.398553550594322514e-01 1.305712168296848574e+01
6.476342503847017928e-01 1.303045601427227851e+01
6.554733144242064213e-01 1.300476022965793277e+01
6.633174994765637100e-01 1.298017209466756583e+01
6.712445230921014749e-01 1.295639399989063989e+01
6.794136203346238245e-01 1.293275955272021704e+01
6.877213190488399297e-01 1.290972373723098698e+01
6.960487570433748772e-01 1.288783451831960392e+01
7.044316010545462747e-01 1.286690615942860028e+01
7.128811346977194097e-01 1.284692386355058602e+01
7.213825903823127828e-01 1.282776483304011172e+01
7.299146729014336366e-01 1.280923491990025553e+01
7.384903775455022856e-01 1.279137807248808301e+01
7.470951610924619901e-01 1.277424066767033750e+01
7.557964369045607755e-01 1.275764026534527495e+01
7.647011940148769060e-01 1.274127073007558408e+01
7.737129745612730813e-01 1.272544926133923937e+01
7.827560411669224338e-01 1.271048844176602266e+01
7.918538633587121067e-01 1.269616426262817832e+01
8.010073563835616861e-01 1.268233651412259810e+01
8.102109005197732916e-01 1.266906367720534021e+01
8.194604984066629072e-01 1.265635213387166402e+01
8.287535164581711911e-01 1.264421694450580880e+01
8.380638369571242752e-01 1.263274725420646938e+01
8.474679286172698278e-01 1.262169240286593386e+01
8.570398631424175351e-01 1.261085466906329522e+01
8.666981298532920874e-01 1.260034834575375129e+01
8.764064893409903023e-01 1.259018388820073930e+01
8.861598437202520273e-01 1.258043070926585827e+01
8.959437477719340848e-01 1.257115456384767249e+01
9.057688361376402542e-01 1.256228111223287236e+01
9.156396631618929360e-01 1.255377290362218723e+01
9.255489560122086568e-01 1.254566828052911376e+01
9.354729491525102247e-01 1.253803048048933810e+01
9.454987152075650103e-01 1.253064769965865999e+01
9.556874603808006574e-01 1.252337670515095880e+01
9.659345972349896448e-01 1.251645628670573629e+01
9.762036331997830940e-01 1.251002593838404842e+01
9.865047796423791482e-01 1.250380031979355344e+01
9.968348902561887659e-01 1.249765706595855619e+01
1.007197923346488944e+00 1.249175948802670533e+01
1.017595166820239649e+00 1.248614480123545789e+01
1.028022791067676245e+00 1.248082306838502120e+01
1.038466780564485159e+00 1.247583484420172617e+01
1.049001364338157494e+00 1.247100427567196235e+01
1.059661504015913636e+00 1.246627384776873981e+01
1.070354522008155618e+00 1.246171666772613129e+01
1.081058870784988191e+00 1.245733828191300319e+01
1.091790504905897574e+00 1.245317849833073964e+01
1.102551561723109419e+00 1.244926615134314218e+01
1.113331465895486483e+00 1.244546394949510848e+01
1.124123864118788951e+00 1.244174003152748220e+01
1.134964819442923156e+00 1.243815805242835815e+01
1.145861578875906117e+00 1.243473075711244036e+01
1.156800401847533299e+00 1.243141021888961006e+01
1.167782730123942514e+00 1.242818916409281549e+01
1.178780491297838795e+00 1.242508522879083088e+01
1.189789744510438174e+00 1.242210328865595059e+01
1.200818208683412713e+00 1.241920371845175453e+01
1.211866877820745536e+00 1.241638468844189447e+01
1.222925508723949894e+00 1.241362147000297611e+01
1.233991909249531504e+00 1.241091261126234180e+01
1.245096218071735539e+00 1.240824360229288814e+01
1.256240918113083360e+00 1.240561232457364405e+01
1.267399489185422556e+00 1.240305919588976025e+01
1.278570976050318775e+00 1.240058742912529510e+01
1.289767028842608410e+00 1.239808822316480530e+01
1.300987905262273703e+00 1.239555965428558970e+01
1.312172471328025836e+00 1.239315318605677163e+01
1.323321833129110781e+00 1.239086491468091111e+01
1.334499806871489280e+00 1.238845067680489187e+01
1.345704749056970240e+00 1.238592088753232723e+01
1.356924487032704407e+00 1.238345141087857115e+01
1.368157705489135179e+00 1.238103555596316419e+01
1.379373719102215512e+00 1.237865990552322515e+01
1.390574592626688810e+00 1.237632084513645481e+01
1.401765803297762458e+00 1.237397752149832719e+01
1.412947590619891391e+00 1.237162311244394175e+01
1.424125441662510205e+00 1.236914553043048137e+01
1.435298543713228625e+00 1.236656355093343507e+01
1.446465174243550145e+00 1.236395294057842520e+01
