# Mass Radius
5.031964389231494694e-01 1.532769394029354260e+01
5.080487430452189646e-01 1.526732728172383702e+01
5.129614178578676409e-01 1.520875400291480339e+01
5.179462334750702945e-01 1.515111815133993822e+01
5.230005991345817451e-01 1.509451991063403042e+01
5.281108741247582117e-01 1.503917471648670201e+01
5.332794581583442106e-01 1.498508786257010783e+01
5.385143862783515756e-01 1.493247103953384247e+01
5.438138144345587843e-01 1.488123230802730035e+01
5.491726685621753923e-01 1.483095472704497908e+01
5.545905610071206748e-01 1.478172456886213837e+01
5.600630500520316080e-01 1.473372854119320330e+01
5.655894921005145681e-01 1.468691402947266056e+01
5.711612946343727071e-01 1.464113652080056660e+01
5.767839815149670146e-01 1.459644677506164356e+01
5.824762898139982381e-01 1.455297453140834563e+01
5.882317904174696466e-01 1.451067605106340785e+01
5.940409204404993870e-01 1.446951490008448538e+01
5.999012358656781174e-01 1.442941676458062439e+01
6.057936037938544960e-01 1.439015684908018677e+01
6.117323565813967967e-01 1.435170227656908004e+01
6.177549184714054009e-01 1.431371734178539334e+01
6.238412233981124322e-01 1.427647948623810770e+01
6.299595653157752384e-01 1.424058930927190048e+01
6.361139380455171910e-01 1.420582255485541445e+01
6.422966168274536480e-01 1.417202686183530780e+01
6.485103725873578862e-01 1.413908128525071817e+01
6.547414066978247682e-01 1.410664576327660313e+01
6.610280450610181990e-01 1.407478527999335860e+01
6.674579652948250397e-01 1.404337161661633004e+01
6.739720099352686233e-01 1.401263934825251667e+01
6.805012912339130082e-01 1.398306780398629456e+01
6.870649635649517251e-01 1.395428605337198924e+01
6.936656211739495870e-01 1.392582747090929374e+01
7.002990255195800096e-01 1.389794624265196887e+01
7.069434794348875561e-01 1.387085548011441460e+01
7.136455617442920563e-01 1.384444701032666458e+01
7.204722677929503716e-01 1.381869953916404370e+01
7.273804951451596779e-01 1.379350123042109999e+01
7.343458350200545715e-01 1.376862174819411067e+01
7.413605848519764230e-01 1.374433024731149544e+01
7.484070849551146543e-01 1.372097255005623673e+01
7.554887539401720087e-01 1.369814275508944768e+01
7.625980109132228790e-01 1.367542673205589487e+01
7.697516020820995841e-01 1.365321357703412808e+01
7.769524342724623001e-01 1.363183855181815751e+01
7.842325236632887719e-01 1.361095016019499937e+01
7.916387324538259884e-01 1.359030657954973975e+01
7.991049281583323394e-01 1.357006461308620970e+01
8.065879600460529320e-01 1.355029941872894206e+01
8.141079172424728894e-01 1.353093955399146786e+01
8.216617635670336872e-01 1.351200414216705070e+01
8.292719060838953382e-01 1.349330963537203942e+01
8.369607266748804175e-01 1.347451901505900906e+01
8.446938823310211619e-01 1.345648985706518985e+01
8.524402389867350438e-01 1.343995788494956578e+01
8.602646498207301429e-01 1.342367089906710476e+01
8.682159238477434871e-01 1.340690330678772924e+01
8.762063298066696815e-01 1.339057266203340113e+01
8.841938538845968143e-01 1.337513112788883163e+01
8.922200172587916311e-01 1.335989948454128573e+01
9.002963915323339839e-01 1.334453765537951675e+01
9.084161619573350999e-01 1.332963825947446246e+01
9.165668169704572765e-01 1.331548894589803922e+01
9.248073378512918774e-01 1.330153787899604900e+01
9.331727336818725904e-01 1.328756408063081729e+01
9.415807100595211532e-01 1.327393699151511797e+01
9.500083093041945537e-01 1.326077955321314938e+01
9.584654549250811728e-01 1.324787493750734946e+01
9.669508876686462306e-01 1.323513615840219160e+01
9.754676948224955124e-01 1.322282889902435521e+01
9.840096201245126517e-01 1.321108021818500866e+01
9.926222622620906044e-01 1.319942636293852800e+01
1.001319555646968062e+00 1.318774401957555398e+01
1.010071239800372611e+00 1.317626982992653062e+01
